StaffMemberID,FirstName,MiddleName,LastName,Title,BirthDate,HireDate,Email,Phone,MaritalStatus,Gender,BaseRate,DepartmentName,ManagerID
198,Thomas,R,Michaels,Production Technician - WC60,00:00.0,00:00.0,thomas0@elevation-bikes.com,278-555-0118,M,M,12.45,Production,9
199,Jimmy,T,Bischoff,Stocker,00:00.0,00:00.0,jimmy0@elevation-bikes.com,927-555-0168,M,M,9,Shipping and Receiving,87
200,Michael,T,Vanderhyde,Production Technician - WC30,00:00.0,00:00.0,michael5@elevation-bikes.com,296-555-0121,M,M,9.5,Production,138
201,Lori,A,Kane,Production Supervisor - WC45,00:00.0,00:00.0,lori0@elevation-bikes.com,289-555-0196,S,F,25,Production,23
202,Arvind,B,Rao,Buyer,00:00.0,00:00.0,arvind0@elevation-bikes.com,848-555-0163,M,M,18.2692,Purchasing,278
203,Stefen,A,Hesse,Production Technician - WC20,00:00.0,00:00.0,stefen0@elevation-bikes.com,165-555-0113,S,M,14,Production,186
204,Hazem,E,Abolrous,Quality Assurance Manager,00:00.0,00:00.0,hazem0@elevation-bikes.com,869-555-0125,S,M,28.8462,Quality Assurance,23
205,Janet,L,Sheperdigian,Accounts Payable Specialist,00:00.0,00:00.0,janet0@elevation-bikes.com,393-555-0186,M,F,19,Finance,142
206,Elizabeth,I,Keyser,Production Technician - WC50,00:00.0,00:00.0,elizabeth0@elevation-bikes.com,318-555-0137,M,F,11,Production,76
207,Terry,J,Eminhizer,Marketing Specialist,00:00.0,00:00.0,terry0@elevation-bikes.com,138-555-0118,M,M,14.4231,Marketing,7
208,John,N,Frum,Production Technician - WC30,00:00.0,00:00.0,john3@elevation-bikes.com,663-555-0172,S,M,9.5,Production,188
209,Merav,A,Netz,Production Technician - WC30,00:00.0,00:00.0,merav0@elevation-bikes.com,224-555-0187,M,F,9.5,Production,177
210,Brian,P,LaMee,Scheduling Assistant,00:00.0,00:00.0,brian1@elevation-bikes.com,313-555-0196,M,M,16,Production Control,46
211,Kitti,H,Lertpiriyasuwat,Production Technician - WC50,00:00.0,00:00.0,kitti0@elevation-bikes.com,785-555-0132,S,F,11,Production,40
212,Jay,G,Adams,Production Technician - WC60,00:00.0,00:00.0,jay0@elevation-bikes.com,407-555-0165,S,M,12.45,Production,20
213,Jan,S,Miksovsky,Production Technician - WC30,00:00.0,00:00.0,jan0@elevation-bikes.com,139-555-0131,S,M,9.5,Production,188
214,Brenda,M,Diaz,Production Supervisor - WC40,00:00.0,00:00.0,brenda0@elevation-bikes.com,142-555-0139,M,F,25,Production,23
215,Andrew,M,Cencini,Production Technician - WC45,00:00.0,00:00.0,andrew1@elevation-bikes.com,207-555-0192,S,M,10,Production,126
216,Chris,K,Norred,Control Specialist,00:00.0,00:00.0,chris1@elevation-bikes.com,575-555-0126,M,M,16.8269,Document Control,92
217,Chris,O,Okelberry,Production Technician - WC60,00:00.0,00:00.0,chris2@elevation-bikes.com,315-555-0144,S,M,12.45,Production,18
218,Shelley,N,Dyck,Production Technician - WC20,00:00.0,00:00.0,shelley0@elevation-bikes.com,991-555-0184,S,F,14,Production,147
219,Gabe,B,Mares,Production Technician - WC40,00:00.0,00:00.0,gabe0@elevation-bikes.com,310-555-0117,M,M,15,Production,214
220,Mike,K,Seamans,Accountant,00:00.0,00:00.0,mike0@elevation-bikes.com,927-555-0150,S,M,26.4423,Finance,142
221,Michael,NULL,Raheem,Research and Development Manager,00:00.0,00:00.0,michael6@elevation-bikes.com,330-555-2568,M,M,42.4808,Research and Development,162
222,Gary,E.,Altman,Facilities Manager,00:00.0,00:00.0,gary1@elevation-bikes.com,110-555-0112,M,M,24.0385,Facilities and Maintenance,152
223,Charles,B,Fitzgerald,Production Technician - WC60,00:00.0,00:00.0,charles0@elevation-bikes.com,931-555-0118,S,M,12.45,Production,20
224,Ebru,N,Ersan,Production Technician - WC10,00:00.0,00:00.0,ebru0@elevation-bikes.com,202-555-0187,S,M,13.45,Production,27
225,Sylvester,A,Valdez,Production Technician - WC20,00:00.0,00:00.0,sylvester0@elevation-bikes.com,492-555-0174,M,M,14,Production,111
226,Brian,Richard,Goldstein,Production Technician - WC40,00:00.0,00:00.0,brian2@elevation-bikes.com,730-555-0117,S,M,15,Production,53
227,Linda,P,Meisner,Buyer,00:00.0,00:00.0,linda2@elevation-bikes.com,916-555-0165,M,F,18.2692,Purchasing,278
228,Betsy,A,Stadick,Production Technician - WC10,00:00.0,00:00.0,betsy0@elevation-bikes.com,405-555-0171,S,F,13.45,Production,66
229,Magnus,E,Hedlund,Facilities Administrative Assistant,00:00.0,00:00.0,magnus0@elevation-bikes.com,583-555-0182,M,M,9.75,Facilities and Maintenance,222
230,Karan,R,Khanna,Production Technician - WC60,00:00.0,00:00.0,karan0@elevation-bikes.com,447-555-0186,S,M,12.45,Production,20
231,Mary,R,Baker,Production Technician - WC10,00:00.0,00:00.0,mary1@elevation-bikes.com,283-555-0185,M,F,13.45,Production,27
232,Kevin,M,Homer,Production Technician - WC10,00:00.0,00:00.0,kevin2@elevation-bikes.com,555-555-0113,S,M,13.45,Production,27
233,Mihail,U,Frintu,Production Technician - WC40,00:00.0,00:00.0,mihail0@elevation-bikes.com,733-555-0128,S,M,15,Production,53
234,Bonnie,N,Kearney,Production Technician - WC10,00:00.0,00:00.0,bonnie0@elevation-bikes.com,264-555-0150,M,F,13.45,Production,189
235,Fukiko,J,Ogisu,Buyer,00:00.0,00:00.0,fukiko0@elevation-bikes.com,520-555-0177,M,M,18.2692,Purchasing,278
236,Hung-Fu,T,Ting,Production Technician - WC20,00:00.0,00:00.0,hung-fu0@elevation-bikes.com,497-555-0181,S,M,14,Production,111
237,Gordon,L,Hee,Buyer,00:00.0,00:00.0,gordon0@elevation-bikes.com,230-555-0144,M,M,18.2692,Purchasing,278
238,Kimberly,B,Zimmerman,Production Technician - WC10,00:00.0,00:00.0,kimberly0@elevation-bikes.com,123-555-0167,S,F,13.45,Production,66
239,Kim,B,Abercrombie,Production Technician - WC60,00:00.0,00:00.0,kim1@elevation-bikes.com,208-555-0114,M,F,12.45,Production,18
240,Sandeep,P,Kaliyath,Production Technician - WC40,00:00.0,00:00.0,sandeep0@elevation-bikes.com,166-555-0156,S,M,15,Production,53
241,Prasanna,E,Samarawickrama,Production Technician - WC20,00:00.0,00:00.0,prasanna0@elevation-bikes.com,129-555-0199,M,M,14,Production,111
242,Frank,S,Pellow,Buyer,00:00.0,00:00.0,frank2@elevation-bikes.com,163-555-0147,M,M,18.2692,Purchasing,278
243,Min,G,Su,Production Technician - WC20,00:00.0,00:00.0,min0@elevation-bikes.com,590-555-0152,M,M,14,Production,111
244,Eric,L,Brown,Production Technician - WC40,00:00.0,00:00.0,eric1@elevation-bikes.com,680-555-0118,M,M,15,Production,53
245,Eric,S,Kurjan,Buyer,00:00.0,00:00.0,eric2@elevation-bikes.com,265-555-0195,S,M,18.2692,Purchasing,278
246,Pat,H,Coleman,Janitor,00:00.0,00:00.0,pat0@elevation-bikes.com,720-555-0158,S,M,9.25,Facilities and Maintenance,51
247,Maciej,W,Dusza,Production Technician - WC60,00:00.0,00:00.0,maciej0@elevation-bikes.com,237-555-0128,S,M,12.45,Production,20
248,Erin,M,Hagens,Buyer,00:00.0,00:00.0,erin0@elevation-bikes.com,842-555-0158,S,F,18.2692,Purchasing,278
249,Patrick,C,Wedge,Production Technician - WC10,00:00.0,00:00.0,patrick0@elevation-bikes.com,413-555-0124,S,M,13.45,Production,66
250,Frank,R,Martinez,Production Technician - WC40,00:00.0,00:00.0,frank3@elevation-bikes.com,203-555-0196,M,M,15,Production,53
251,Ed,R,Dudenhoefer,Production Technician - WC60,00:00.0,00:00.0,ed0@elevation-bikes.com,919-555-0140,S,M,12.45,Production,18
252,Christopher,E,Hill,Production Technician - WC10,00:00.0,00:00.0,christopher0@elevation-bikes.com,153-555-0166,M,M,13.45,Production,27
253,Patrick,M,Cook,Production Technician - WC40,00:00.0,00:00.0,patrick1@elevation-bikes.com,425-555-0117,M,M,15,Production,53
254,Krishna,NULL,Sunkammurali,Production Technician - WC20,00:00.0,00:00.0,krishna0@elevation-bikes.com,491-555-0183,S,M,14,Production,111
255,Lori,K,Penor,Janitor,00:00.0,00:00.0,lori1@elevation-bikes.com,295-555-0161,M,F,9.25,Facilities and Maintenance,51
256,Danielle,C,Tiedt,Production Technician - WC10,00:00.0,00:00.0,danielle0@elevation-bikes.com,500-555-0172,S,F,13.45,Production,66
257,Sootha,T,Charncherngkha,Quality Assurance Technician,00:00.0,00:00.0,sootha0@elevation-bikes.com,325-555-0137,M,M,10.5769,Quality Assurance,43
258,Michael,J,Zwilling,Production Technician - WC60,00:00.0,00:00.0,michael7@elevation-bikes.com,582-555-0148,S,M,12.45,Production,20
259,Randy,T,Reeves,Production Technician - WC60,00:00.0,00:00.0,randy0@elevation-bikes.com,961-555-0122,M,M,12.45,Production,20
260,John,T,Kane,Production Technician - WC10,00:00.0,00:00.0,john4@elevation-bikes.com,254-555-0114,S,M,13.45,Production,27
261,Jack,T,Creasey,Production Technician - WC40,00:00.0,00:00.0,jack1@elevation-bikes.com,521-555-0113,S,M,15,Production,53
262,Olinda,C,Turner,Production Technician - WC20,00:00.0,00:00.0,olinda0@elevation-bikes.com,306-555-0186,S,F,14,Production,111
263,Stuart,J,Macrae,Janitor,00:00.0,00:00.0,stuart1@elevation-bikes.com,539-555-0149,M,M,9.25,Facilities and Maintenance,51
264,Jo,L,Berry,Janitor,00:00.0,00:00.0,jo1@elevation-bikes.com,228-555-0159,M,F,9.25,Facilities and Maintenance,51
265,Ben,T,Miller,Buyer,00:00.0,00:00.0,ben0@elevation-bikes.com,151-555-0113,M,M,18.2692,Purchasing,278
266,Tom,M,Vande Velde,Production Technician - WC10,00:00.0,00:00.0,tom0@elevation-bikes.com,295-555-0161,M,M,13.45,Production,66
267,Ovidiu,V,Cracium,Senior Tool Designer,00:00.0,00:00.0,ovidiu0@elevation-bikes.com,719-555-0181,S,M,28.8462,Tool Design,3
268,Annette,L,Hill,Purchasing Assistant,00:00.0,00:00.0,annette0@elevation-bikes.com,125-555-0196,M,F,12.75,Purchasing,278
269,Janice,M,Galvin,Tool Designer,00:00.0,00:00.0,janice0@elevation-bikes.com,473-555-0117,M,F,25,Tool Design,267
270,Reinout,N,Hillmann,Purchasing Assistant,00:00.0,00:00.0,reinout0@elevation-bikes.com,370-555-0163,M,M,12.75,Purchasing,278
271,Michael,I,Sullivan,Senior Design Engineer,00:00.0,00:00.0,michael8@elevation-bikes.com,465-555-0156,S,M,36.0577,Engineering,3
272,Stephen,Y,Jiang,North American Sales Manager,00:00.0,00:00.0,stephen0@elevation-bikes.com,238-555-0197,M,M,48.101,Sales,277
273,Wanida,M,Benshoof,Marketing Assistant,00:00.0,00:00.0,wanida0@elevation-bikes.com,708-555-0141,M,F,13.4615,Marketing,7
274,Sharon,B,Salavaria,Design Engineer,00:00.0,00:00.0,sharon0@elevation-bikes.com,970-555-0138,M,F,32.6923,Engineering,3
275,John,L,Wood,Marketing Specialist,00:00.0,00:00.0,john5@elevation-bikes.com,486-555-0150,S,M,14.4231,Marketing,7
276,Mary,A,Dempsey,Marketing Assistant,00:00.0,00:00.0,mary2@elevation-bikes.com,124-555-0114,S,F,13.4615,Marketing,7
277,Brian,S,Welcker,Vice President of Sales,00:00.0,00:00.0,brian3@elevation-bikes.com,716-555-0127,S,M,72.1154,Sales,112
278,Sheela,H,Word,Purchasing Manager,00:00.0,00:00.0,sheela0@elevation-bikes.com,210-555-0193,S,F,30,Purchasing,73
279,Sheela,H,Word,Purchasing Manager,00:00.0,00:00.0,sheela0@elevation-bikes.com,210-555-0193,S,F,30,Purchasing,73
280,Sheela,H,Word,Purchasing Manager,00:00.0,00:00.0,sheela0@elevation-bikes.com,210-555-0193,S,F,30,Purchasing,73
281,Michael,G,Blythe,Sales Representative,00:00.0,00:00.0,michael9@elevation-bikes.com,257-555-0154,S,M,23.0769,Sales,272
282,Linda,C,Mitchell,Sales Representative,00:00.0,00:00.0,linda3@elevation-bikes.com,883-555-0116,M,F,23.0769,Sales,272
283,Jillian,NULL,Carson,Sales Representative,00:00.0,00:00.0,jillian0@elevation-bikes.com,517-555-0117,S,F,23.0769,Sales,272
284,Garrett,R,Vargas,Sales Representative,00:00.0,00:00.0,garrett1@elevation-bikes.com,922-555-0165,M,M,23.0769,Sales,272
285,Tsvi,Michael,Reiter,Sales Representative,00:00.0,00:00.0,tsvi0@elevation-bikes.com,664-555-0112,M,M,23.0769,Sales,272
286,Pamela,O,Ansman-Wolfe,Sales Representative,00:00.0,00:00.0,pamela0@elevation-bikes.com,340-555-0193,S,F,23.0769,Sales,272
287,Shu,K,Ito,Sales Representative,00:00.0,00:00.0,shu0@elevation-bikes.com,330-555-0120,M,M,23.0769,Sales,272
288,José,Edvaldo,Saraiva,Sales Representative,00:00.0,00:00.0,josé1@elevation-bikes.com,185-555-0169,M,M,23.0769,Sales,272
289,David,R,Campbell,Sales Representative,00:00.0,00:00.0,david8@elevation-bikes.com,740-555-0182,S,M,23.0769,Sales,272
290,Amy,E,Alberts,European Sales Manager,00:00.0,00:00.0,amy0@elevation-bikes.com,775-555-0164,M,F,48.101,Sales,277
291,Jae,B,Pak,Sales Representative,00:00.0,00:00.0,jae0@elevation-bikes.com,1 (11) 500 555-0145,M,F,23.0769,Sales,290
292,Ranjit,R,Varkey Chudukatil,Sales Representative,00:00.0,00:00.0,ranjit0@elevation-bikes.com,1 (11) 500 555-0117,S,M,23.0769,Sales,290
293,Tete,A,Mensa-Annan,Sales Representative,00:00.0,00:00.0,tete0@elevation-bikes.com,615-555-0153,M,M,23.0769,Sales,272
294,Syed,E,Abbas,Pacific Sales Manager,00:00.0,00:00.0,syed0@elevation-bikes.com,926-555-0182,M,M,48.101,Sales,277
295,Rachel,B,Valdez,Sales Representative,00:00.0,00:00.0,rachel0@elevation-bikes.com,1 (11) 500 555-0140,S,F,23.0769,Sales,290
296,Lynn,N,Tsoflias,Sales Representative,00:00.0,00:00.0,lynn0@elevation-bikes.com,1 (11) 500 555-0190,S,F,23.0769,Sales,294
